City,Lat,Lng
Tylersport|PA|US,40.35,-75.38
Lantheuil|@|FR,49.27,-0.52
Darien|GA|US,31.34,-81.43
Taumarunui|@|NZ,-38.88,175.27
Mittelhausen|@|FR,48.71,7.63
Aviano|@|IT,46.08,12.59
Urangan Qld 4655|@|AU,-25.25,153.15
Longwy|@|FR,49.52,5.77
Neckarburken|@|DE,49.38,9.17
LeppÃ¤vesi|@|FI,62.33,25.87
Tosno|@|RU,59.55,30.88
Schweighofen|@|DE,49.04,8.0
McLoud|OK|US,35.44,-97.09
North Hudson|WI|US,45.0,-92.76
Marmande|@|FR,44.5,0.16
St-Janvier|@|CA,46.49,-71.68
Deming|WA|US,48.83,-122.22
Shilton|@|GB,51.78,-1.62
Banyoles|@|ES,42.13,2.77
Zelg-Wolfhalden|@|DE,48.31,12.31
Glen Moore|PA|US,40.06,-76.31
Zeitan|@|IL,31.98,34.89
West Pensacola|FL|US,30.43,-87.28
Langemark|@|BE,50.91,2.93
Windham|VT|US,42.99,-72.73
Quesnoy sur Deule|@|FR,50.71,3.01
Lakebay|WA|US,47.26,-122.76
Bagan Serai|@|MY,5.01,100.53
Sturmer|@|GB,52.07,0.47
Epson Downs|@|GB,50.1,-5.42
Coupar Angus|@|GB,56.55,-3.27
Whalley Range|@|GB,53.45,-2.26
61 Darmstad-Arheilgen|@|DT,49.91,8.65
Salgareda|@|IT,45.7,12.49
Thunstetten|@|CH,47.2,7.76
Shaowu|@|CN,27.43,117.2
Keeseville|NY|US,44.5,-73.48
Calw-Hirsau|@|DE,48.73,8.74
Gau-Bickelheim|@|DE,49.83,8.02
Malsch-Volkersbach|@|DE,48.87,8.39
Solaize|@|FR,45.65,4.84
Lalande de Pomerol|@|FR,44.96,-0.21
Kimberley|@|GB,53.0,-1.26
Freutsmoos|@|DE,48.04,12.66
Brownsville|IN|US,39.66,-85.0
Saint Victoret|@|FR,43.41,5.25
Bloomingdale|@|CA,43.51,-80.46
Mansonville|@|CA,45.05,-72.39
Burleigh|@|GB,51.71,-2.19
Obstadt-Weiher|@|DE,48.01,12.01
Dornum|@|DE,53.66,7.42
Chamesol|@|FR,47.34,6.84
"Ejiri Aza Miyanomoto, Kitajimamachi, Itano-gun, Tokushima|@|JP",34.32,133.88
Soleymieu|@|FR,45.7,5.36
Trevi|@|IT,42.88,12.75
Standford-le-Hope|@|GB,51.11,-0.84
Torrens Park|@|AU,-34.98,138.61
Shinnan'yo|@|JP,34.07,131.77
North Woodchester|@|GB,51.72,-2.23
Brookfield|NH|US,43.55,-71.08
Vernegues|@|FR,43.68,5.19
Santa Maria Del Tempio|@|IT,45.12,8.5
Lieshout|@|NL,51.52,5.59
Wilseyville|CA|US,38.38,-120.52
Parbhani|@|IN,19.26,76.77
Rock Cavern|NY|US,41.27,-71.97
Mamers|@|FR,48.36,0.37
Tavernola Bergamasca|@|IT,45.7,10.04
Wertheim-Sonderriet|@|DE,49.7,9.43
Jettingen|@|FR,47.59,7.37
East Meadow|NJ|US,40.87,-74.24
Sanbornton|NH|US,43.53,-71.59
F-69620 Saint-Laurent-d'Oingt|@|FR,45.92,4.58
Reau|@|FR,48.61,2.62
Vally Falls|KS|US,38.01,-95.56
Malavalli|@|IN,12.36,77.13
Radley|@|GB2,37.48,-94.76
Braceville|IL|US,41.23,-88.23
Walde|@|CH,47.26,8.11
Hampton in Arden|@|GB2,52.43,-1.7
Huzenbach|@|DE,48.59,8.39
North Ryde|@|FR,-19.46,158.58
Louisville|@|CA,45.71,-63.07
Łódź|@|PL,51.77,19.48
Bussoleno|@|IT,45.12,7.15
Dongzhu Town|@|CN,30.25,119.07
Cheney|@|FR,46.08,6.47
San Pietro Clarenza|@|IT,37.57,15.02
Merxheim|@|DE,49.78,7.57
Ennetieres en Weppes|@|FR,50.64,2.93
Molinghem|@|FR,50.61,2.44
Spannberg|@|AT,48.46,16.73
Hurstville|@|AU,-33.96,151.1
Colbert County|AL|US,32.28,-85.24
Madison Township|OH|US,39.77,-82.88
Capraia e Limite|@|IT,43.76,10.99
Jabreilles-les-Bordes|@|FR,46.02,1.53
Annerstad|@|SE,56.83,13.44
Putnoe|@|GB,52.15,-0.44
DeRuyter|NY|US,42.76,-75.88
Osu|@|JP,35.16,136.9
Wanli Township|@|TW,25.18,121.66
Essars|@|FR,50.55,2.66
Okuyama|@|JP,35.06,132.57
Weelde|@|BE,51.4,4.94
Meyerspark|@|ZA,-25.75,28.31
Chickasaw|AL|US,30.76,-88.07
Golborne|@|GB2,53.48,-2.6
Newcastle|WY|US,43.85,-104.2
Gilford|@|CA,50.72,-126.32
St Brevin les Pins|@|FR,47.23,-2.16
Weyersheim|@|FR,48.72,7.83
Palencia|@|ES,42.0,-4.54
Rue Des Girondins|@|LU,49.6,6.13
Lanoka Harbor|NJ|US,39.87,-74.17
Randen|@|DE,47.78,8.64
Devon|CT|US,41.2,-73.1
La Chapelle Baton|@|FRX,46.01,-0.48
Chippewa|WI|US,45.09,-91.29
Menlo Park|OR|US,45.58,-122.73
Heiligenroth|@|DE,50.45,7.86
Covolo|@|IT,45.84,12.03
Kirchdaun|@|DE,50.57,7.17
Ooij|@|NL,51.85,5.94
Holsworthy|@|GB,50.85,-4.33
Pilot Mtn.|NC|US,35.88,-80.13
Haidershofen|@|AT,48.06,14.52
Toho-cho|@|JP,33.43,130.86
Gunbuk-Myeon|@|KR,36.21,127.49
Neu-Sass|@|DT,46.19,11.02
Guizhou Province|@|CN,22.72,113.29
Fort de France|@|FR,14.65,-61.07
Intsu kula|@|EE,58.3,25.6
SaoLouis-Maranhao|@|BR,-5.51,-45.26
Inga|@|FI,60.05,24.01
Xinyang|@|CN,32.02,114.85
Raches|@|FR,50.42,3.18
Assenay|@|FR,48.18,4.07
Bredared|@|SE,57.81,12.9
Darby|MT|US,46.02,-114.18
Limehouse|@|CA,43.64,-79.98
Beaver Lake|NE|US,40.14,-99.83
La Fox|IL|US,41.89,-88.41
Moscow|@|GB,55.63,-4.4
Bouctouche|@|CA,46.47,-64.72
Bodio Lomnago|@|IT,45.79,8.75
Millersburg|IN|US,41.53,-85.7
Olbersdorf|@|DE,50.87,14.77
Weissenkirchen|@|AT,48.39,15.44
Rio Grande City|TX|US,26.39,-98.82
Loison sous Lens|@|FR,50.45,2.86
Santa Anna|TX|US,31.74,-99.32
Presov|@|SK,49.0,21.24
Alberweiler|@|DE,48.16,9.77
Torre de Benagalbn|@|ES,40.84,0.12
Anroechte-Uelde|@|DE,51.52,8.32
Hackensack|NY|US,41.62,-73.87
Charters Settlement|@|CA,45.84,-66.74
Kirschfurt|@|DE,49.74,9.32
Floha|@|DD,50.85,13.09
Grand-Rechain|@|BE,50.61,5.81
Moss Bluff|LA|US,30.3,-93.22
Saline|KS|US,38.74,-97.65
Christopher|IL|US,37.97,-89.05
Heino|@|NL,52.44,6.24
Sambeek|@|NL,51.63,5.95
Pierre de Bresse|@|FR,46.89,5.25
Calcium|NY|US,44.02,-75.85
Boffzen|@|DE,51.75,9.4
Lido di Pomposa-Comacchio|@|IT,44.72,12.24
Marton|@|GB,53.21,-2.23
late of Madison|WI|US,43.03,-89.43
Belair|@|AUX,45.42,0.75
Sedgefield|@|GB2,-34.02,22.8
Oulins|@|FR,48.87,1.49
Thornborough|@|GB,54.21,-1.55
Marny-les-Hameaux|@|FR,46.09,6.23
Spiegel|@|CH,46.93,7.45
Haarle|@|NL,52.4,6.84
Strengberg|@|AT,48.15,14.65
Oakland|PA|US,41.24,-80.22
Ariel|@|ILX,32.11,35.19
Sointula|@|CA,50.63,-127.02
Marynummi|@|FI,60.44,23.04
Butzbach Hoch-Weisel|@|DE,50.4,8.64
Harmony|NC|US,35.96,-80.77
Cornegliano Laudense|@|IT,45.29,9.48
Schaeffersheim|@|FR,48.43,7.62
Legon|@|GH,5.64,-0.19
Tabasalu|@|EE,59.43,24.54
Lindenwald|OH|US,39.37,-84.56
Ivry-sur-Seine|@|FR,48.82,2.38
Silky Oaks|@|AU,-31.63,152.79
St-Charles-sur-Richelieu|@|CA,45.66,-73.15
Seez|@|FR,48.93,0.95
Roccasecca|@|IT,41.54,13.65
Nixon|TX|US,29.27,-97.76
Hodgkins|IL|US,41.76,-87.86
Sainte-Adele|@|CA,45.97,-74.12
Sandusky|MI|US,43.42,-82.83
Mapusa|@|IN,15.59,73.81
Ellierode|@|DT,51.84,10.06
Wiffertshausen/Friedberg|@|DE,48.36,11.0
Udall|KS|US,37.39,-97.11
Gaston|NC|US,35.28,-81.18
Cheshunt|@|GB2,-36.8,146.43
Cassadaga|FL|US,28.97,-81.24
Harrison|ME|US,44.11,-70.68
Caboolture|@|AU,-27.08,152.95
Stuvenborn|@|DE,53.86,10.12
Corcelles-pres-Concise|@|CH,46.85,6.7
Challis|ID|US,44.51,-114.23
Malvern|IA|US,41.01,-95.58
Timola|@|FI,62.38,27.86
Xiuwen County|@|CN,26.98,106.48
Kishi|@|JP,34.21,135.31
Neunkirch|@|CHX,49.12,7.09
Graeagle|CA|US,39.77,-120.62
Giethoorn|@|NL,52.74,6.05
Kirchweyhe|@|DE,52.99,8.86
East Ipswich|@|AU,-27.61,152.78
Mudau|@|DE,49.53,9.19
Highgate|VT|US,44.96,-73.07
Damascus|PA|US,41.7,-75.07
Caplan|@|CA,50.45,-75.23
Ferrania|@|IT,44.37,8.33
Glen Vine|@|GB,56.81,-5.08
Badinieres|@|FR,45.51,5.3
Freistatt|MO|US,37.02,-93.9
Slade Point|@|AU,-21.08,149.22
Houghton Estate|@|ZA,-26.16,28.05
Kerry|@|IEX,47.45,-80.22
North Bent|WA|US,47.81,-122.16
Hoppstadten-Weierbach|@|DEX,49.69,7.54
Hillhouse|@|GB6,53.55,-2.99
Limekilns|@|GB,56.03,-3.48
Togoshi|@|JP,35.62,139.72
Klein-Schlamin|@|DE,54.16,10.85
Carleton Rise|@|GB,52.62,1.08
Sheffield|VT|US,44.65,-72.13
Bralorne|@|CA,50.77,-122.81
Gochang-eup|@|KR,35.43,126.7
Bear Creek|NC|US,35.27,-83.72
Hwangseong-si|@|KR,35.87,129.22
Lachen-Speyerdorf|@|DE,49.33,8.2
Saint Manvieu-Norrey|@|FR,49.18,-0.5
Caliente|CA|US,35.29,-118.63
Passy|@|FR,49.07,3.57
Lesigny|@|FRX,48.39,-71.48
Remer|MN|US,47.06,-93.91
Sarmenstorf|@|CH,47.31,8.25
Massenhausen|@|DE,48.67,11.78
CÃ©roux-Mousty|@|BE,50.67,4.55
Kurtscheid|@|DE,50.54,7.46
Smichov|@|CZ,50.06,14.4
Jannali|@|AU,-34.02,151.07
Bandung|@|ID,-6.93,107.61
Rio Verde|AZ|US,33.72,-111.67
Caribou|ME|US,46.86,-68.01
Lagarde|@|FR,45.51,-0.2
Eastwood|KY|US,38.23,-85.46
Catalonia|@|ES,41.69,1.58
Holt|@|GB,52.27,-2.27
Hackbridge|@|GB2,51.38,-0.16
Sallisaw|OK|US,35.46,-94.81
Delbrueck-Ostenland|@|DE,51.82,8.66
Meeker|OK|US,35.5,-96.9
Limmen|@|NL,52.56,4.69
Columbus|MO|US,38.86,-93.89
Rognan|@|NO,67.1,15.4
Agua Dulce|TX|US,31.66,-106.14
Souboz|@|CH,47.27,7.26
Port Austin|MI|US,44.05,-82.99
Horbach|@|DT,49.82,7.51
Danbury|NH|US,43.54,-71.87
Finhan|@|FR,43.91,1.22
Stehekin|WA|US,48.31,-120.66
Huilongguan|@|CN,40.06,116.31
Schaanwald|@|LI,47.22,9.57
Chavannes-de-Bogis|@|CH,46.34,6.16
Green Lake|WI|US,43.81,-89.03
Lackawanna|NY|US,42.82,-78.83
Darvoy|@|FR,47.85,2.09
Pellezzano|@|IT,40.73,14.75
Allendorf/Eder|@|DE,51.04,8.68
Old Ocean|TX|US,29.08,-95.75
Berck sur Mer|@|FR,50.41,1.58
Schwadorf|@|AT,48.08,16.57
Emberton|@|GB2,36.71,-85.81
Haute-Nendaz|@|CH,46.18,7.3
La Alberca|@|ES,39.5,-2.49
Huntland|TN|US,35.05,-86.27
Saint Georges d'Esperanche|@|FR,45.56,5.09
Mossbach|@|DE,50.67,11.81
Argyle|@|CA,48.05,-81.06
Bali|@|ID,-8.24,115.12
Kempen-Tonisberg|@|DE,51.41,6.5
Sommariva Perno|@|IT,44.75,7.9
St. Thomas Elgin|@|CA,42.69,-81.17
Faulx|@|FR,50.27,3.28
Valodzes|@|LV,56.93,24.31
Ebersburg|@|DE,50.46,9.78
Centre|AL|US,34.16,-85.68
Dongan-gu|@|KR,36.31,127.59
Nairn|@|GB,57.58,-3.87
Noumea|@|FR,-22.26,166.46
Niort|@|FR,46.33,-0.46
Wilster|@|DE,53.92,9.37
L. A.|CA|US,38.3,-122.55
South Leverton|@|GB2,53.3,-0.8
No. Alltleboro|MA|US,42.14,-71.79
Brixton|@|GB,51.46,-0.12
Iraklio|@|GR,38.05,23.77
Zuidlaren|@|NL,53.09,6.7
Iwanai-gun|@|JP,42.99,140.47
Karmei Yossef|@|IL,31.54,34.91
Nuits Saint Georges|@|FR,47.15,4.93
Gessel|@|DE,52.93,8.8
Zufikon|@|CH,47.35,8.36
Zwingenberg-Rodau|@|DE,49.72,8.58
Osoppo|@|IT,46.25,13.07
San Pedro Sula|@|HN,15.49,-88.07
Skane|@|SE,55.85,13.64
Purley on Thames|@|GB,51.48,-1.06
Maryland Heights|MI|US,45.31,-85.04
Fohnsdorf|@|AT,47.22,14.69
Winchendon Springs|MA|US,42.69,-72.01
Kingsbury|@|GB2,43.34,-73.54
Sangre Grande|@|TT,10.48,-61.2
Outer|@|BE,50.85,4.0
Davis|FL|US,29.85,-84.68
VidebÃ¦k|@|DK,56.09,8.63
Atlanta|MI|US,45.0,-84.15
Anzio|@|IT,41.45,12.62
Goutsu|@|JP,35.06,132.19
Buvrinnes|@|BE,50.39,4.21
Castellana Grotte|@|IT,40.87,17.2
Culin|@|FR,45.52,5.25
Casale Litta|@|IT,45.76,8.73
Thiaville|@|FR,48.41,6.8
Urou Et Grennoc|@|FR,48.76,0.01
Emery Mills|ME|US,43.49,-70.84
Blue Mountain|MS|US,34.67,-89.03
Jeedimetla|@|IN,17.51,78.48
Kaivanto|@|FI,61.43,24.14
Saanen|@|CH,46.49,7.26
Colney Heath|@|GB,51.75,-0.28
Tregony|@|GB,50.27,-4.91
Minervino Murge|@|IT,41.08,16.08
Elkton|OR|US,43.64,-123.57
D-8761 Monchberg|@|DE,49.82,9.26
Hohlstedt|@|DE,50.96,11.48
Montelabbate (PU)|@|IT,43.83,12.76
Brewster|OH|US,40.71,-81.6
Niedergampel|@|CH,46.31,7.71
Salboro|@|IT,45.36,11.89
Deokyang-gu|@|KR,34.8,127.63
Geringswalde|@|DE,51.07,12.92
Rietondale|@|ZA,-25.73,28.22
Zegveld|@|NL,52.12,4.84
Shingay Cum Wendy|@|GB,52.11,-0.08
La Neuville Saint Pierre|@|FR,49.53,2.19
Nosate|@|IT,45.55,8.73
Cosse le Vivien|@|FR,47.95,-0.93
Olongapo|@|PH,14.83,120.28
Oberwildenau|@|DE,49.6,12.12
Obermotzing|@|DE,48.93,12.5
Krishna Nagar|@|IN,12.0,92.98
Eldorado|TX|US,30.86,-100.6
Schmoelln|@|DE,50.9,12.36
Franconia|VA|US,38.77,-77.14
Oberwaltersdorf|@|AT,47.98,16.32
Clarksville|PA|US,39.97,-80.04
Morschach|@|CH,46.97,8.65
Dunchurch|@|GB,52.34,-1.28
Rancho Palo Verde|CA|US,33.43,-114.73
Perissos|@|GR,38.03,23.74
Martville|NY|US,43.28,-76.63
Ludes|@|FR,49.16,4.08
Holderness|NH|US,43.73,-71.57
Forest Hill|CA|US,37.75,-122.46
Iwuy|@|FR,50.23,3.34
Shen Yang|@|CN,41.81,123.43
Biggers|AR|US,36.33,-90.81
Norris City|IL|US,37.98,-88.33
Atkins|IA|US,41.99,-91.86
Rollinsville|CO|US,39.92,-105.5
Fern Park|FL|US,28.65,-81.35
Skurup|@|SE,55.48,13.5
Glasco|NY|US,42.05,-73.95
El Bérrón|@|ES,43.17,-3.23
Neuss-Uedesheim|@|DE,51.16,6.78
Pottenstein|@|AT,47.95,16.06
Thurlaston|@|GB,52.34,-1.31
Milford|CA|US,40.17,-120.37
Millcreek Township|PA|US,40.33,-76.23
San Miguel|NM|US,32.16,-106.73
Atul|@|IN,20.55,72.93
Neuville de Poitou|@|FR,46.68,0.25
Lake City|SD|US,45.73,-97.41
Le Trehou|@|FR,48.4,-4.14
Gagarin|@|RU,55.12,35.44
Limburg/Lahn|@|DE,50.4,8.07
Sennely|@|FR,47.68,2.15
Alberschwende|@|AT,47.46,9.84
TottijÃ¤rvi|@|FI,61.4,23.35
Asakusabashi|@|JP,35.7,139.78
Hadong-gun|@|KR,35.07,127.75
Orizaba|@|MX,18.86,-97.11
East Calais|VT|US,44.37,-72.43
Schoppenstedt|@|DE,52.16,10.8
Tweedbank|@|GB6,55.6,-2.77
Grand Canal Quay|@|IE,53.34,-6.24
Nubbel|@|DE,54.26,9.59
Vietluebbe|@|DE,53.38,12.19
Rio Saliceto|@|IT,44.83,10.8
Rutland|ND|US,46.05,-97.51
Georgetown Towns|MI|US,42.62,-83.41
Binefar|@|ES,41.85,0.25
High View|WV|US,39.23,-78.41
Bischofshofen|@|AT,47.41,13.22
Claverdon|@|GB,52.28,-1.71
Ore|@|EN,42.97,0.64
La Rippe|@|CH,46.4,6.12
Gradisxa D'isonzo|@|IT,45.77,13.51
Landis|NC|US,35.55,-80.61
Cold Brook|NY|US,43.24,-75.04
Leeman|@|AU,-29.95,114.98
Stuttgart-Neugereut|@|DE,48.83,9.23
"Bokel, Oldenburg|@|DE",54.22,9.79
East Harling|@|EN,52.44,0.93
Flemington|MO|US,37.8,-93.5
Hastings|PA|US,40.66,-78.71
Spinadesco|@|IT,45.13,9.94
Saint Leonard|MD|US,38.47,-76.51
Riviere-du-Loup|@|CA,47.82,-69.52
Paderborn-Wewer|@|DE,51.68,8.69
Douglasdale|@|ZA,-26.04,28.0
Plum Island|MA|US,42.8,-70.81
Notre Dame de Bellecombe|@|FR,45.79,6.57
Dotternhausen|@|DE,48.22,8.79
Saint-Germain-les-Corbeilles|@|FR,44.98,0.98
Hammond|IL|US,39.8,-88.59
Sekikawa|@|JP,38.09,139.56
Elstow|@|GB,52.1,-0.46
Ehlscheid|@|DE,50.51,7.46
Tellancourt|@|FR,49.51,5.63
"Hemel Hempstead, Hertfordshire|@|GB",51.72,-0.53
Prague-Stodulky|@|CS,50.05,14.33
Everson|PA|US,40.09,-79.59
Westport Point|MA|US,41.52,-71.07
Ceretta di S. Maurizio|@|IT,45.2,7.62
Elmwood|CT|US,41.73,-72.72
Mandya District|@|IN,12.56,76.73
Crawcrook|@|GB,54.97,-1.79
De Rijp|@|NL,52.56,4.84
Hendschiken|@|CH,47.38,8.22
Laniel|@|CA,46.88,-79.43
Clarence|IA|US,41.89,-91.06
Hobgood|NC|US,36.03,-77.4
Oberstammheim|@|CH,47.63,8.8
Frankston|TX|US,32.06,-95.5
Epping Green|@|GB2,51.73,0.08
Mandsaur|@|IN,24.02,74.65
Stokes Valley|@|NZ,-41.17,174.99
Savigne Sous le Lude|@|FR,47.63,0.07
Krokau|@|DE,54.39,10.35
Thermopolis|WY|US,43.65,-108.22
Erfurt-Windischholzhausen|@|DE,50.94,11.1
Tribogna|@|IT,44.42,9.2
Haselbachtal|@|DE,51.21,14.05
Champdieu|@|FRX,45.64,4.04
Murs Erigne|@|FR,47.39,-0.55
Perry|PA|US,40.4,-77.27
Shigaken|@|JPX,-34.58,-58.41
Hochkirch|@|DE,51.15,14.58
Bagnolo Cremasco|@|IT,45.36,9.62
Autun|@|FR,46.94,4.3
Forest of Dean|@|GB2,28.61,-81.24
Ratlam|@|IN,23.51,74.96
Boliden|@|SE,64.87,20.39
Holmsund|@|SE,63.71,20.37
London Colney|@|GB,51.72,-0.3
Areches|@|FR,45.69,6.57
Meyrieu|@|FR,45.52,5.2
Moira|@|GB,52.74,-1.53
Birnbach|@|DE,50.7,7.58
Malatya|@|TR,38.35,38.32
Hellesdon|@|GB2,52.65,1.25
UrnÃ¤sch|@|CH,47.3,9.26
Edison|OH|US,40.56,-82.86
Neff|PA|US,40.54,-78.08
Clearview|@|AU,-34.86,138.61
Zenderen|@|NL,52.32,6.73
Monterchi|@|IT,43.47,12.1
South Pomfret|VT|US,43.66,-72.54
"Storrington Township,|@|CA",41.77,-82.66
Trexlertown|PA|US,40.55,-75.61
Senones|@|FR,48.37,7.0
Rusholme|@|GB2,53.45,-2.21
Ballycar|@|IE,52.72,-8.65
Thollon les Memises|@|FR,46.38,6.73
Muara|@|BN,4.93,114.91
"Sefton, Liverpool|@|GB",53.57,-3.07
Wolcott|IN|US,40.76,-87.04
South Tyneside|@|GB,54.98,-1.45
An Kang|@|CN,33.27,105.56
Spencerville|OH|US,40.71,-84.35
Rebreuve-Ranchicourt|@|FR,50.43,2.55
Bezu-Saint-Eloi|@|FR,49.3,1.68
"Lower Winsor Township, York County|PA|US",39.92,-76.69
"Suminoe-ku, Osaka|@|JP",34.62,135.43
Pont de Ruan|@|FR,47.26,0.57
Pheasant Creek|@|AU,-37.47,145.29
Edenville|MI|US,43.8,-84.38
Moggio Udinese|@|IT,46.47,13.19
Upper Monclair|NJ|US,40.14,-74.49
Elizabeth Township|PA|US,40.26,-79.83
Worth am Rhein|@|DE,49.04,8.16
Mertingen|@|DE,48.65,10.8
Palmeto Bay|FL|US,30.24,-85.69
Pomponne|@|FR,48.89,2.67
Stare Mesto|@|CZ,49.09,17.38
Delta|PA|US,39.73,-76.33
Alta Vista|IA|US,43.19,-92.42
Maja|@|PL,49.98,18.5
Tenero|@|CH,46.18,8.86
Trelleck|@|GB7,51.75,-2.72
Monterenzio|@|IT,44.3,11.42
Cremella Lecco|@|IT,45.74,9.3
Niederwaldkirchen|@|AT,48.45,14.09
Slave Lake|@|CA,55.28,-114.78
Shotton|@|GBX,53.21,-3.04
Præstø|@|DK,55.12,12.05
Ingre|@|FR,47.92,1.82
Brinville|@|FR,48.6,0.84
Sosnovi Bor|@|RU,50.27,19.22
"Altenmarkt, St. Gallen|@|AT",47.7,14.75
Westbury-on-Trym|@|GB,51.49,-2.62
Grande Bretagne|@|FR,43.38,-0.21
Newport|VT|US,44.94,-72.2
Six Lakes|MI|US,43.42,-85.15
Berg en Dal|@|NL,51.81,5.92
Trenton|KY|US,36.72,-87.26
Matadepera|@|ES,41.63,2.01
Aubenas|@|FR,44.61,4.4
Ergersheim|@|FR,48.57,7.54
Kreuztal-Ferndorf|@|DE,50.96,8.01
Jud|ND|US,46.53,-98.9
Carregosa|@|PT,40.89,-8.42
Opperdoes|@|NL,52.77,5.11
Altura|MN|US,44.06,-91.94
Santa Tecla|@|SV,13.74,-89.36
Innisfree|@|CA,53.38,-111.53
Accident|MD|US,39.63,-79.32
Barton-Upon-Humber|@|GB,53.67,-0.44
Minamitsugaru|@|JP,40.47,140.52
"Forest Lake Township, Washington County|MN|US",45.19,-93.79
Breuil le Sec|@|FR,49.38,2.45
Juren.cedilla.on|@|FRX,26.76,105.41
Abthorpe|@|GB,52.11,-1.05
Barolo|@|IT,44.61,7.94
Constanta|@|RO,44.17,28.63
Bedminster|@|GB,51.44,-2.6
Villiers|@|CH,47.08,7.02
Higgins|@|AU,-35.23,149.03
Paddock Wood|@|GB,51.18,0.41
St. Josef|@|AT,46.91,15.34
Sheringham|@|GB,52.93,1.19
Mill Hill|@|GB,51.61,-0.25
Ligny-en-Barrois|@|FR,48.65,5.27
Sirault|@|BE,50.5,3.78
Wangara|@|AU,-31.79,115.82
Komenskeho|@|CZ,50.61,15.57
Indian River Shores|FL|US,27.7,-80.38
Dunoon|@|GB,56.02,-4.98
Saligny|@|FR,46.46,3.76
Ballyneety|@|IE,52.6,-8.55
Wingrave|@|GB,51.86,-0.74
Sangano|@|IT,45.02,7.45
West Wycombe|@|GB,51.65,-0.8
Crewkerne|@|GB,50.88,-2.8
Eresing|@|DE,48.09,11.04
Chene-Bourgeries|@|CH,17.97,-71.27
Vista Santa Rosa|CA|US,33.63,-116.22
Novi Beograd|@|RS,43.14,20.51
Ghoy|@|BE,50.73,3.82
Pine Level|NC|US,35.51,-78.24
Inningen|@|DE,48.31,10.85
Covington|PA|US,41.74,-77.08
Valley Falls|KS|US,39.34,-95.46
Coull|@|GB,57.08,-2.78
Emu Heights|@|AU,-33.73,150.65
Sunrise|IL|US,42.38,-88.37
Mt. Orab|OH|US,39.03,-83.91
Grove City|MN|US,45.15,-94.68
Montpon Menestrol|@|FR,45.02,0.15
Rembang|@|ID,-6.65,111.07
Biganos|@|FR,44.65,-0.97
Conception Bay South|@|CA,47.49,-52.98
Male'|@|MV,4.17,73.51
Vandling|PA|US,41.63,-75.47
Swanland|@|GB,53.74,-0.49
Currimundi|@|AU,-26.77,153.12
Paderborn/Marienloh|@|DE,51.76,8.79
Bornheim-Merten|@|DE,50.77,7.4
Tagliamento|@|IT,45.92,12.94
Traubing|@|DE,47.94,11.26
Dun Robin|@|CAX,49.81,0.84
South Wales|@|NZ,-43.59,171.21
Capoterra|@|IT,39.17,8.97
Attibele|@|IN,13.17,77.79
Chesapeake|OH|US,38.43,-82.44
Kolen|@|DEX,8.72,8.93
Westerburg|@|DE,50.56,7.97
Formicola|@|IT,41.22,14.22
Jicina|@|CZ,49.56,18.06
Porto Sant'elpidio|@|IT,43.26,13.74
Allmannshausen|@|DT,47.94,11.35
Prospekt Shvernika|@|RU,55.68,37.5
Steinburg|@|DE,53.9,9.48
Cadelbosco Sopra|@|IT,44.8,10.63
Lauterhofen|@|DE,49.37,11.62
Cerelles|@|FR,47.5,0.69
Rehmsdorf|@|DE,51.07,12.22
Kinghorn|@|GB6,49.74,-87.38
Tarrytown|GA|US,32.32,-82.56
Cymau|@|GB,53.09,-3.05
East Amana|IA|US,41.81,-91.85
Turner Falls|MA|US,41.69,-70.97
Elloughton Brough|@|GB,53.73,-0.57
Altenberg|@|DE,50.78,13.78
Saumur|@|FR,47.26,-0.09
St. Fuglede|@|DK,55.59,11.24
South Solon|OH|US,39.74,-83.61
Allen|MI|US,41.96,-84.77
Montacute|@|AU,-34.88,138.76
Grotzingen|@|DE,49.02,8.51
Hollywood Hills|CA|US,34.13,-118.34
Santa Maria (AN)|@|IT,46.67,11.15
Fuerth/Bay|@|DE,49.01,10.98
Temple Marlow|@|GB,53.08,-0.5
Plumeliau|@|FR,47.97,-2.99
Beit Zayit|@|IL,31.78,35.16
Nezahualcoyotl|@|MX,21.26,-98.8
Meservey|IA|US,42.92,-93.47
Novokuybyshevsk|@|RU,53.1,49.95
Rodello|@|ITX,44.63,8.07
Fuhlendorf|@|DE,54.35,12.58
Delaware|DE|US,39.15,-75.5
Lannedern|@|FR,48.29,-3.9
Marzhausen|@|DE,50.69,7.76
Black Rock|CT|US,41.31,-72.18
Skepplanda|@|SE,57.98,12.21
de Flandres|@|FRX,50.65,3.07
Morton|MN|US,44.55,-94.98
Porto Vecchio|@|FR,41.59,9.24
Garden City|SC|US,33.6,-79.0
Fontaine le Comte|@|FR,46.53,0.25
Grandchester|@|AU,-27.66,152.46
Moissieu sur Dolon|@|FR,45.39,4.98
Albany|WI|US,42.71,-89.44
Laissac|@|FR,44.37,2.81
Haudivillers|@|FR,49.49,2.24
Hirsingue|@|FR,47.58,7.25
Lake Lincolndale|NY|US,41.34,-73.72
Clarksburg|CA|US,38.42,-121.53
Ardagger|@|AT,48.17,14.83
Manom|@|FR,49.38,6.17
Dorschhausen|@|DE,48.02,10.56
Table View|@|ZA,-33.82,18.49
Athens|WV|US,37.42,-81.01
"1573-4, Funakata, Noda-shi, Chiba 270-02|@|JPX",35.02,139.87
Cawood|@|GB,53.83,-1.13
